	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   85500.000 -1555752.771   141884.709    85976.341   184737.370     1150.613 -2231193.679   261691.875    42204.822       27.362       55.404     8296.321       22.889      297.000   115770.000       36.000     2620.000       26.000      186.000       79.000        0.000       69.204        0.000       11.073       19.723        0.000        0.000        2.523        2.529        5.793
   85600.000 -1556413.266   144349.974    85486.906   184723.582     1187.879 -2229814.636   257653.030    41708.115       27.302       55.380     8276.617       22.935      289.000   115780.000       45.000     2583.000       27.000      150.000       75.000        0.000       65.917        0.000       12.457       20.934        0.692        0.000        2.568        2.576        5.787
   85700.000 -1558721.401   142377.357    86147.734   184435.532     1119.402 -2229296.835   256495.409    41573.456       27.229       55.379     8232.536       23.027      305.000   115898.000       41.000     2594.000       19.000      172.000       78.000        0.000       66.955        0.000       10.381       21.972        0.692        0.000        2.614        2.624        5.789
   85800.000 -1556276.144   142918.260    87017.715   184763.359     1145.225 -2232671.242   260550.539    42184.230       27.135       55.387     8183.652       23.191      315.000   115928.000       42.000     2650.000       25.000      182.000       89.000        0.000       70.934        0.000        5.536       22.837        0.692        0.000        2.552        2.559        5.831
   85900.000 -1558721.068   142509.153    86470.764   184805.225     1135.155 -2231100.339   257458.974    42265.198       27.319       55.408     8166.529       22.666      303.000   116086.000       38.000     2583.000       22.000      180.000       80.000        0.000       69.377        0.000        8.304       21.453        0.865        0.000        2.851        2.859        5.770
   86000.000 -1557059.202   142369.093    86131.996   184770.899     1175.680 -2231331.163   259824.293    42952.176       27.425       55.420     8195.875       22.838      293.000   115806.000       43.000     2575.000       18.000      163.000       78.000        0.000       69.204        0.000        8.304       20.934        1.557        0.000        2.721        2.731        5.729
   86100.000 -1557083.542   143496.173    85631.764   185030.205     1096.898 -2232752.091   260413.510    41926.147       27.483       55.391     8158.818       22.582      295.000   115480.000       37.000     2605.000       20.000      191.000       74.000        0.000       67.647        0.000        8.304       22.318        1.730        0.000        2.867        2.878        5.782
   86200.000 -1558023.896   142172.716    86087.608   185139.813     1112.173 -2232641.052   260104.846    42578.052       27.358       55.372     8131.599       22.565      291.000   115914.000       42.000     2560.000       18.000      173.000       81.000        0.000       67.820        0.000        8.997       22.318        0.865        0.000        2.856        2.863        5.746
   86300.000 -1557816.579   143737.591    86032.226   184515.458     1148.543 -2232064.629   258814.232    42388.681       27.337       55.431     8162.242       22.138      279.000   115980.000       35.000     2655.000       27.000      211.000       84.000        0.000       67.301        0.000        8.997       22.145        1.557        0.000        2.821        2.832        5.509
   86400.000 -1557541.514   140383.513    86535.009   185546.399     1108.423 -2235039.919   263925.061    43495.870       27.407       55.384     8305.887       22.601      297.000   116162.000       39.000     2639.000       29.000      175.000       83.000        0.000       66.782        0.000        7.612       23.702        1.903        0.000        2.770        2.778        5.566
   86500.000 -1558120.247   143305.066    86265.170   185081.881     1182.796 -2233675.363   259720.204    42499.301       27.383       55.382     8244.080       22.185      302.000   116092.000       40.000     2597.000       23.000      176.000       84.000        0.000       67.993        0.000       11.765       20.242        0.000        0.000        2.806        2.814        5.590
   86600.000 -1556718.251   145753.551    86707.926   184715.746     1054.947 -2231642.854   256692.434    42937.594       27.326       55.409     8286.240       22.512      301.000   115590.000       33.000     2522.000       26.000      136.000       87.000        0.000       68.339        0.000        8.304       22.664        0.692        0.000        2.860        2.870        5.685
   86700.000 -1557633.996   141611.855    85894.620   185155.079     1156.045 -2233764.858   262313.264    42576.131       27.458       55.362     8254.629       22.862      299.000   115778.000       36.000     2602.000       18.000      195.000       77.000        0.000       68.339        0.000        6.920       22.664        2.076        0.000        2.957        2.970        5.879
   86800.000 -1557909.712   141268.833    86147.286   184631.902     1081.117 -2228625.481   257586.630    42339.434       27.454       55.311     8294.367       22.603      307.000   115904.000       35.000     2527.000       22.000      170.000       82.000        0.000       65.571        0.000       11.073       23.356        0.000        0.000        3.057        3.067        5.881
   86900.000 -1556528.479   140289.902    86235.353   184189.307     1140.000 -2228897.379   260514.339    42842.403       27.398       55.394     8165.610       22.266      305.000   115800.000       37.000     2617.000       16.000      166.000       92.000        0.000       68.858        0.000        6.920       22.664        1.557        0.000        2.839        2.849        5.682
   87000.000 -1557027.677   143246.756    85429.297   184329.002     1102.618 -2228391.775   257256.424    42509.414       27.403       55.413     8187.989       22.094      292.000   116156.000       29.000     2517.000       24.000      147.000       83.000        0.000       62.284        0.000        8.997       26.817        1.903        0.000        2.882        2.892        5.688
